Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
o8a4d11g5Kw,Visualizing the State of a Simulink Aircraft Model Using X-Plane,"Jun 4, 2020",2014,13519,735.2819,114,35.367,126204,4.87
Xaju4l9KTE0,Gaussian/Normal Distributions,"Nov 26, 2019",5991,4694,506.8891,46,34.821,67925,1.91
y_-4NSeGMY0,San Diego Zoo Safari Park: Balloon Safari,"Feb 24, 2020",287,5328,176.8681,6,34.545,80157,2.78
5FLIqReiO_k,Mt. Pilchuck:  A Horrible Road to a Great Hike,"Nov 9, 2020",649,3859,262.5475,11,34.444,58875,3.21
G2gxvRjQHxc,Numerically Calculating Partial Derivatives,"May 21, 2020",3595,4648,502.516,30,32.581,56927,2.13
rx2vUzjuDc0,Solving Systems of Equations Using the Optimization Penalty Method,"May 10, 2020",2661,6418,560.0577,39,32.171,106346,2.81
35BTWpaihkI,Eigenvalues and Modes of Linear Systems,"Jan 31, 2022",3052,6026,484.443,31,31.723,112732,1.79
vcSS79f0nLQ,How To Install and Initialize an Internal Hard Drive,"Oct 25, 2021",516,3767,148.7479,8,29.203,59389,0.44
PqaoKr1IlTg,Eigenvalues and Eigenvectors,"Aug 22, 2022",2920,4384,407.9329,23,29.037,68673,2.22
PLGezPQYMrs,Customizing ArduPlane Firmware: Building the Firmware,"May 1, 2018",1680,20394,1192.2818,162,28.698,115713,7.03
SrT2tPP2f84,Working with Graphics in Mathematica,"Apr 7, 2019",1184,11298,537.2769,56,28.534,96442,7.54
W30U_rcThLg,Discrete Fourier Transform,"Nov 6, 2023",4927,4580,663.6864,54,28.468,73107,3.22
yuT4Mg2NIQs,Introduction to Frequency Domain Analysis,"Apr 10, 2023",3801,9525,992.5214,108,28.2,170174,3.05
ulkzctTEGps,Replace a Ford Transit Hubcap,"Jan 16, 2023",170,4351,93.241,9,27.221,52674,3.03
sEkeHetYkv8,Updating the License on a Perforce Server,"May 3, 2019",271,6686,230.4126,17,26.918,134224,2.36
HvamtJUSJjU,AT&T Sent Me a Free iPhone,"Nov 29, 2021",329,3963,95.3648,7,25.96,60992,4.63
g7yudBh517U,Switching Your Internet Service Provider (ISP): Going From DSL To Cable,"Apr 5, 2021",2398,1980,165.3351,2,25.755,60944,1.11
Vc2t2U7S4OU,Getting Started With DashWare,"Jun 6, 2022",1428,7797,527.3356,27,25.203,68467,3.97
haJVEtLN6-k,"Scalar  Functions, Vector Functions, and Vector Derivatives","Sep 25, 2023",1374,7427,506.7342,102,25.175,76722,4.42
5kz3iA9lOi4,1300 Rounds Per Minute Easter Egg Gun,"Apr 21, 2019",733,11401,389.6901,21,24.928,76727,4.22
DnP_F7bQ4Ks,Selectively Replacing Deck Boards,"Sep 26, 2022",215,3067,96.1974,0,24.397,35971,0.89
nA9sshveO7M,Kona Process 134,"Apr 4, 2022",2127,5393,390.5679,7,24.162,82663,4.28
h9WCEvbu5JI,Adding and Deleting Users on a Perforce Server,"Jun 12, 2019",281,7752,262.6855,11,23.109,136411,2.68
wZkrU1lPObM,The Inverse Laplace Transform,"Oct 1, 2019",2916,2661,390.1656,6,23.001,71425,1.72
V3iveC_fa04,Introduction to Root Locus,"Apr 24, 2023",964,9775,737.0799,133,22.975,191189,3.17
2wCVDliYrgg,Wheel Makes Clicking Sound Fixed: True Your Brake Rotor,"Jan 9, 2023",365,5232,130.9627,1,22.007,36418,1.74
egnBTwjDnNM,DIY Drawers for a Van or Camper,"Jul 26, 2021",1380,2838,125.9646,2,21.393,62687,1.04
8nSjGkXMTyo,HX1 Arduino APRS Tracker,"Dec 19, 2022",1619,6618,430.0993,69,21.245,91921,2.85
j4NUUdmzGWA,How to Remove a Security Torx Bolt Without Special Tools,"Aug 13, 2024",211,5351,118.9826,3,21.225,26035,2.66
HhuA_kWQaK0,Custom Matlab Initialization Using ‘startup.m’,"Mar 31, 2018",877,5692,332.9482,14,21.186,49886,5.04
09fxpbnItQ8,Eagle Peak Trail in Mt. Rainier National Park,"Aug 16, 2021",1008,43290,426.1274,21,21.172,55699,1.1
PF_WTo-uLvg,DIY Knife Sharpness Tester,"Feb 19, 2024",525,3559,212.9565,22,21.104,46766,2.75
yvDl80oaLdI,DIY Kitchen Pod and Water System for a Van or RV,"Mar 8, 2021",2824,2964,286.1382,22,19.817,70871,2.02
MpWa1yUrg9o,Constrained Optimization: Linear Programs,"Nov 8, 2021",3916,4742,527.9034,25,19.76,128408,1.92
m46opXldvEA,Disassemble the Headset and Top Tube on an Electric Scooter (GoTrax Eclipse),"Jul 1, 2024",331,2340,49.6621,0,19.755,22249,0.87
t98ILS2YdrU,Nonhomogeneous Linear Ordinary Differential Equations,"Sep 28, 2020",4255,5013,498.6196,26,19.737,87989,2.43
kbGal6xKLB4,Equations of Motion for a Planar Vehicle,"Apr 26, 2021",2630,6116,496.9994,39,19.607,115294,2.32
i1UbMfC3MQE,Sol Duc Campground and Lake Crescent,"Dec 21, 2020",899,2756,245.1403,10,19.552,60490,2.99
FsLFZT44l48,Heat Transfer Demonstration,"Nov 12, 2018",398,7530,290.4996,37,19.488,106048,2.79
AY7OumkXgxs,Installing a Closet Rod in a Van for Additional Storage,"Dec 20, 2021",584,2487,77.8163,12,19.233,45661,2.16
NTV9anV-TxY,Getting Started with Fusion 360,"Dec 21, 2019",1310,4426,452.9489,48,19.004,88110,1.79
3Kox-3APznI,Homogeneous Linear Ordinary Differential Equations,"Sep 21, 2020",4463,4868,610.1952,39,18.895,81162,2.34
vlCdCAEtRag,Partial Fraction Expansion/Decomposition,"Oct 1, 2019",3575,2829,499.4219,9,18.857,68982,1.68
TULEFpfUmEQ,How to Repair the Durable Water Repellent (DWR) Finish on Your Rain Jacket,"Feb 12, 2024",835,2025,124.7766,6,18.339,29553,1.23
J8il5eB_VS8,"Finding Roots of a Polynomial Using Matlab, Mathematica, and a TI-83","Sep 18, 2019",642,4735,193.4813,25,18.056,80553,1.76
Sg64qVsOJYU,"Arduino Data Logging System with GPS, Temperature Sensors, and a MicroSD Card","Jul 4, 2022",1438,4947,254.302,44,17.954,82623,2.29
v_jFZ7FrXYc,Switching Van Configurations Between Bed and Passenger Seats,"Jan 17, 2022",625,2693,107.2192,12,17.84,75461,2.1
lGI2FXDq4XE,Using Check Boxes and Radio Buttons in Simulink Masked Blocks,"Jun 5, 2019",498,5115,190.3842,19,17.662,99198,1.51
N5R8IZ0R3PI,Introduction to Matrices,"Sep 4, 2023",2272,2669,211.5748,35,17.102,41496,1.82
JW2t4NpFnaQ,The Summit at Snoqualmie Opening Day,"Dec 15, 2021",513,2605,106.7012,1,16.863,72260,2.58
tYkIt16bggw,Importing Table Data Into Matlab Using ‘readtable’,"Mar 4, 2024",1819,3931,202.2511,22,16.5,52996,3.73
yfsSDynscEs,Fast Fourier Transform,"Nov 11, 2023",2902,3852,346.2401,41,16.306,65434,3.18
fJMZkE6UxiI,How to Remove the Brake Cable on an Electric Scooter,"Feb 26, 2024",197,2780,43.761,2,16.248,24948,1.15
bKwfnulkt2U,Replace Microsoft Surface Pen Battery,"Nov 20, 2023",160,3500,56.1616,-1,16.147,25609,1.14
KMLlDWxgiGY,Using STICK to Install CHDK,"Mar 21, 2022",385,6338,256.9827,18,16.073,102870,3.14
61xh6Y6eScU,Wireless Charging and NFC Payments With a Wallet Style Cell Phone Case,"May 31, 2021",521,1825,59.2984,0,15.943,47277,1.22
a_j4ULzq5BY,How to Pack a Bike in a Standard Suitcase,"Jul 31, 2023",1488,2564,102.8598,-1,15.406,30694,1.11
DsNJk1alsMQ,How to Install Static Pressure Taps on Removable Leading Edges,"Apr 4, 2018",696,3309,165.8141,8,15.363,30399,3
AxgzzJposVo,"Elementary Row Operations, Row Echelon Form, and Reduced Row Echelon Form","Sep 11, 2023",3228,2697,265.0124,19,15.14,39545,1.92
xqMdgXEFVaQ,Platypus GravityWorks 4.0L Water Filter System,"Aug 1, 2022",1916,1462,144.2161,6,14.996,40886,1.2
tfpLFQB-7sU,The Chain Rule,"Sep 9, 2024",2627,1704,128.9194,19,14.928,36572,2.67
e_guF0dwwA4,Introduction to the Matrix Exponential,"Aug 29, 2022",1883,5093,356.6589,48,14.634,98802,2.64
Zm9mo_n2Z9M,2013 Nissan Leaf: Is a First Generation Electric Car Still Relevant?,"Jul 3, 2023",3660,1684,210.0515,8,14.379,35027,1.2
NXjio8N0Gp8,"Basic Probability:  Conditional Probability, Independent Events, and the Law of Total Probability","Nov 14, 2022",2966,1904,172.6419,13,14.161,47058,1.27
cpcoBOr7poo,Sahara Creek Horse Camp: Free Camping Near Mt. Rainier,"Aug 9, 2021",637,1554,95.0502,13,13.948,52237,1.45
7GXbPYzW5JA,Fourier Series,"Oct 30, 2023",2893,3890,410.6008,34,13.935,55244,3.01
_zfQ8Bdnjxw,3D Printed Propane Bottle Holder,"Jun 13, 2020",204,1756,42.198,2,13.812,59311,1.12
gU2RVo85E1Q,Numerical Optimization Algorithms:  Constant and Diminishing Step Size,"Oct 11, 2021",1592,3988,316.5895,23,13.756,137005,1.52
3KR1atmCuAo,Unboxing a Hansgrohe Lacuna Faucet,"Sep 20, 2021",210,1780,33.9471,-2,13.544,58832,1.54
XMkLNHUmTQM,Similarity Transformation of a Linear Dynamic System,"Dec 27, 2021",1939,4929,287.9549,20,13.378,146533,1.75
7E9y3uAliNs,Numerical Optimization Algorithms:  Step Size Via Line Minimization,"Oct 18, 2021",2319,4196,429.7929,25,13.251,133209,1.55
3vivg-rfF6Y,"Microsoft Surface Pro (2017), Accessories Bundle, and Extras Unboxing","Sep 6, 2018",1348,6985,424.4873,17,12.944,97773,5.4
FaZyUOdFTw4,Importing Custom Data Into DashWare: Working With Data Profiles,"Jun 20, 2022",3465,2374,231.4057,18,12.579,50150,1.43
yf7ywxj7K20,Computing the Matrix Exponential Using the Laplace Method,"Sep 5, 2022",1048,3289,149.2399,11,12.575,67537,2.26
VgYB65AfjJE,How to Wash and Dry a Down Sleeping Bag,"Jul 29, 2024",341,2247,81.5923,-1,12.498,33321,3.59
4gArEqo-MV4,Camper Van Utensil Drawer Organization,"Jun 23, 2020",265,2319,61.3365,5,12.456,61329,1.6
80kqz8pMlUc,Probability Distribution Functions and Cumulative Distribution Functions,"Nov 21, 2022",2859,1232,114.8658,8,12.339,43451,1.17
fUVrmwyn5rE,Working with Gauges in DashWare,"Jun 13, 2022",2209,2481,217.7354,12,12.204,54757,1.79
TVcpC4kkqT4,Carry a Mountain Bike on a Motorcycle,"Jul 18, 2022",827,2895,71.4897,4,12.126,38295,1.21
42WBuhVJ7sA,Standing Waves Demonstration,"Nov 12, 2018",244,6566,186.4307,69,12.093,101920,2.89
AOR2u3dwUNM,How to Wash and Dry a Down Jacket,"Jan 8, 2024",349,2630,80.0318,6,11.96,29214,1.82
XO8KvIoCNbE,Dimensionless Aerodynamic Coefficients,"Jan 22, 2024",1163,2853,199.954,49,11.803,50645,2.97
IWhGk5GSW9g,"Dosewallips Campground, Dose Forks Campground, and Lake Constance","Jul 25, 2022",1904,1271,125.64,4,11.783,44319,1.62
p7PSZW9NhLU,Green’s Theorem: Relating Closed Line Integrals to Double Integrals,"Oct 17, 2022",1804,1901,122.5824,12,11.176,52686,1.32
wNu5bN7OlTo,Make Your Own Battery Cables By Crimping and Soldering Terminals Onto Bare Wire,"Nov 23, 2020",372,2086,86.1912,6,11.142,60727,0.83
a3_c4c9PYNg,Parameterizing Surfaces and Computing Surface Normal Vectors,"Oct 24, 2022",2485,1768,176.8197,15,10.203,56739,1.46
i2QkjxtXKos,Analytically Solving Systems of Linear Ordinary Differential Equations,"Sep 19, 2022",4084,3245,277.8582,19,10.129,68870,1.8
SI8WQyDqek4,REI Flash Power Air Fleece Jacket,"Jun 5, 2023",532,1105,45.8681,-1,10.053,34528,1.34
DAzn8d_A-ic,Linear Transformations and Linear Systems,"Mar 13, 2023",1681,2095,106.2947,6,9.755,48884,2.13
eIv8muz9Hsk,"Row/Column Space, Linear Independence, and Rank of a Matrix","Sep 18, 2023",2338,1847,200.5399,12,9.559,40000,1.65
hg-Xfn92KNE,GPS Denied Navigation for Unmanned Aerial Systems Using Aviation Transponders,"Aug 9, 2018",324,5719,187.3265,53,9.525,57019,4.72
ObJyoRVWVzw,"I Tried to Ride a Motorcycle in the Snow, Here’s What I Learned","Mar 1, 2021",588,1827,77.2232,6,9.427,44840,1.37
y5rABxjF_o8,The Divergence Theorem,"Oct 14, 2024",1524,703,36.1409,2,9.222,28310,1.2
Cwhuqdv4K0Y,DIY Van Rooftop Deck,"Feb 7, 2022",429,1768,44.7608,12,9.172,67701,1.31
NI70-AWnO4w,Direction Cosine Matrix from North East Down to East North Up,"Apr 4, 2024",993,2131,101.8363,13,9.053,50298,2.03
FDK0bOmOjZo,"Translating Inputs, Outputs, and Initial Conditions Between Linear and Nonlinear Dynamic Systems","Feb 28, 2022",2063,3424,240.2301,16,9.008,116891,1.37
93ZS6EsF1Cs,Installing an Unvented Range Hood for Cooking in a Van,"Jan 3, 2022",976,1349,51.1541,0,8.403,46203,1.05
Vu8hbVsUkCM,Safely Lean Your Skis Against Your Car with DIY Ski Holders,"Feb 21, 2022",188,1306,25.2513,-4,8.223,61017,0.71
SbM_ASHpzqM,The Binomial Distribution,"Nov 28, 2022",1221,920,55.6891,2,8.093,39969,0.98
obeu4B8mXuw,Gradient of a Function and the Directional Derivative,"Oct 23, 2023",1617,1656,157.3445,16,7.967,46480,1.68
C-yfMjxxsz0,Double Integrals,"Oct 10, 2022",2630,1693,149.2959,14,7.922,69603,0.91
w4mIw3kSTVU,Fuel Leaking from Motorcycle – Solved!,"Jun 17, 2024",345,1881,54.0596,5,7.575,20731,0.82
a_Hhi7Ob91Y,15 Passenger Van to Camper Configuration,"Aug 20, 2024",855,1012,50.9731,3,7.34,21609,2.42
mLa5SFW2mrI,Visualizing the State of a Simulink Aircraft Model Using FlightGear:  Installing Additional Aircraft,"Jul 19, 2021",1464,4335,147.7698,15,7.216,104782,2.1
4njHF4sOvn8,3D Printing Trim Pieces For My Van,"Mar 22, 2021",504,1087,40.7808,7,6.907,45900,0.97
Hkky3zcRILc,Setting up Git on Windows,"Apr 29, 2018",877,3083,151.4317,20,6.867,28927,2.96
CRMpFJ0yowo,An Engineer’s Home Office Makeover,"Jan 2, 2023",587,1726,74.7358,8,6.766,54157,2.19
PM6QSP_E82I,37 Minutes of Camera Footage from a High-Altitude Balloon,"Feb 13, 2023",2205,1327,38.1405,1,6.753,37511,1.76
FXoyslOwV3o,Regression Using Numerical Optimization,"May 8, 2023",4890,2425,258.5903,16,6.737,55527,2.15
F53YY3mKJUc,Campark ACT74 Unboxing,"Dec 19, 2018",789,1105,81.8021,1,6.693,32235,1.44
PI1IgbLhRH8,Basic Git Operations and Workflow,"Apr 2, 2018",715,1343,69.6482,4,6.654,20647,2.6
yvLvXGOODlw,Wiring Diagram and Installation of a Fuse Tap,"Aug 5, 2024",1572,2486,112.1718,23,6.473,69922,2.49
UkM1h7-URo8,Demolish Concrete Using Only a Sledgehammer,"Jan 1, 2024",263,1824,36.0602,-3,6.408,30497,1.38
0sIsoJYmVVM,Line Integrals,"Oct 1, 2024",2295,1412,105.6215,11,6.179,40843,1.85
OfiyY-ctwjQ,Venzo VZ-E02XR-009 Pedals: Look Delta and Shimano SPD Simultaneous Compatibility,"Nov 15, 2021",781,905,34.2158,0,6.17,44473,0.97
34Xfij-7gcI,Surface Integrals of Scalar and Vector Fields/Functions,"Oct 31, 2022",1685,1534,92.0766,12,6.131,51624,1.4
belZC9XGBtM,Computing the Matrix Exponential Using the Modal Method,"Sep 12, 2022",823,1745,83.0824,4,5.948,55254,1.58
MPcfaNIREN0,Parameterizing Curves,"Oct 2, 2023",898,1811,110.7227,11,5.852,44413,2.14
PbhYlsQYb_w,DIY Mud Guard for $1,"Jul 10, 2023",267,1512,37.5082,-3,5.782,29239,0.57
NS2FI6vR3BY,The MNIST Database,"Dec 4, 2023",1227,1674,69.3998,3,5.723,30773,1.76
TT3Wn7dDNYo,Bang/Bang Control,"Jan 27, 2025",1886,2022,119.2048,28,5.707,75210,1.51
k-mli8-04RQ,Time to Double for a First and Second Order System,"Dec 17, 2023",2441,1383,83.2748,7,5.586,50744,1.5
wIePZCdCmqg,Brooks Ghost 14 Road-Running Shoes,"Feb 20, 2023",284,1153,32.8817,2,5.542,41467,1.57
BHHnoHx618o,How to Replace a Showerhead,"Jun 19, 2023",262,1199,26.4361,2,5.423,34625,2.3
hv-ufFw0kps,REI Gauntlet GTX Gore-Tex Gloves & Mittens,"Jan 30, 2023",524,769,27.9042,3,5.214,38038,1.14
RK3qdoLOcjI,Setting up Windows Subsystem for Linux,"Apr 28, 2018",590,2333,104.8645,13,5.117,21789,1.86
40UUPvrHN-c,Stokes’ Theorem,"Oct 21, 2024",1393,1679,60.4224,34,5.073,42658,2.3
eF0Zv-GPzH0,Planet Bike Superflash 65R Bike Tail Light,"Dec 11, 2023",446,697,21.7012,-2,5.062,23982,1.31
KOlVHPShCOk,"The Laplace Operator, Divergence, and Curl","Sep 16, 2024",1802,1402,94.2411,7,4.946,43642,1.74
jd-0thQnddY,Triple Integrals (AKA Volume Integrals),"Nov 7, 2022",1640,888,65.2477,3,4.847,46598,0.93
CrkAMiCAp5s,"Translating Between State Space, Transfer Function, and Ordinary Differential Equation Models","Apr 13, 2023",305,2279,53.5848,22,4.723,72510,1.77
QAAoRu_ZkKk,GoPro Time Lapse: Hiking at Lac d'Oo,"May 25, 2017",272,1162,17.0659,2,4.722,7731,3.69
XvhmSJtFrdo,How to Replace a Kitchen Faucet,"Mar 28, 2022",1034,992,39.4018,3,4.587,67511,0.43
HcvZpiq0X9E,Unboxing a Canon EOS RP Camera and Accessories Bundle,"Jun 14, 2021",896,849,39.0257,-3,4.354,42721,1.13
Lee9QEMmU7g,AE511 Week01,"Jan 6, 2025",1328,2348,76.2345,23,4.152,41813,2.22
AlTYdT7kF38,Find the Radius of the Circle Inside the Triangle,"Apr 22, 2024",793,1526,72.3692,5,4.036,26143,1.73
Bq-wmKQZsgI,Open Loop Control Via Lookup Tables,"Jan 13, 2025",1362,1585,75.2556,23,4.024,31460,2.73
NF71HPAB2W0,Default Arguments in Matlab Functions (varargin and nargin),"Jul 8, 2024",1054,1135,57.7922,1,3.663,26259,2.03
7zYJYaftPu8,"Potential Functions, Fundamental Theorem of Calculus Applied to Line Integrals, & Path Independence","Oct 8, 2024",2166,655,52.6519,0,3.61,24716,1.15
JGDaIzC0o0c,Summary of Vector Derivative Operations and Formulation in Cylindrical and Spherical Coordinates,"Sep 23, 2024",906,1002,23.8629,8,3.509,42192,1.52
8RG7rdDEo1Y,Using Branches in Git,"Apr 10, 2018",1473,600,60.3841,3,3.503,16754,1.64
2sotoj0opPE,The Ira Spring Memorial Trail and Mason Lake,"May 10, 2021",945,563,33.2261,1,3.381,40368,0.69
uztz27o3HKI,Tubeless Tire Conversion: A Complete End-to-End Tutorial,"Aug 8, 2022",2130,556,42.7505,-3,3.371,42943,0.66
n2bvoNsyhcE,REI Down Time 25 Sleeping Bag,"Jun 3, 2024",569,739,15.4241,-4,3.105,19345,0.86
DKXyMSJc-iE,Solder Header Pins,"Dec 16, 2024",522,776,26.925,0,3.014,20651,2.11
q0Z3-iDV0Po,Bang/Bang Control with a Hysteresis Deadband,"Feb 4, 2025",3345,940,83.0451,4,3.007,23837,2.13
tk1sHdw5PWs,AA516/AE512 Week01,"Dec 30, 2024",775,1668,37.3232,9,2.934,33610,2.01
XZt1YLVy6XU,AA516/AE512 Week02,"Apr 1, 2024",615,1278,28.4902,3,2.889,23962,3.09
Llc22x5O3L0,Overnight Bike Tour to Lake Crescent,"Aug 30, 2021",988,652,30.305,-2,2.77,49906,0.69
FoiuvPkFppg,Arc Length (AKA Length of a Curve),"Oct 16, 2023",1540,1124,96.1755,5,2.671,38591,1.18
HH367um_Aho,Tangent to a Curve,"Oct 9, 2023",837,901,57.5652,6,2.442,35650,1.16
W-ML20X4YI0,Unboxing a MR Direct 2020 Sink,"Mar 15, 2021",465,526,13.6833,-1,2.409,42963,0.72
x6qkmxxMKEw,Commenting Code in Matlab and Simulink (Ways You Can Use ‘%’),"Jun 24, 2024",1790,981,46.2554,5,2.403,31492,1.17
Idwc2ZgU34s,"Measuring Temperature with a MAX31856, Thermocouple, and Arduino","Dec 23, 2024",873,1265,40.5674,12,2.399,43972,1.63
WZ3vs3oNzNU,Hillsound FreeStep6 Traction System,"Dec 26, 2022",838,529,22.1761,-3,2.373,41874,0.89
IkzttoZmoh4,The Argon ONE Case for Raspberry Pi 4,"Jul 13, 2020",516,895,34.8806,1,2.301,47603,0.75
I0wwM-kVMyg,AE501 Week09,"Nov 27, 2024",970,1116,21.7738,16,2.269,39849,1.54
oAlmZgWuX88,Farming XP in Final Fantasy IV Using an Arduino Nano,"Jun 27, 2022",645,978,25.3473,1,2.189,40167,1.12
ETvSrFo0dDM,Living Christmas Trees: a Smart Environmental and Economical Choice,"Nov 30, 2020",553,300,11.1498,-2,2.092,40416,0.37
Z5sWyYpLbnQ,AA516/AE512 Week10,"May 29, 2024",588,769,15.1328,0,2.067,29332,1.63
BfQlm6vIMOQ,Fix a Flat Tire Using a Tire Plug Kit,"Dec 5, 2022",731,487,25.5626,-1,2.062,37976,0.77
ozYWfauKbFI,Blink 182 for Engineering Nerds,"Jun 27, 2023",136,1021,13.9001,4,2.059,33677,2
JZNORkEnB5c,AA516/AE512 Week09,"May 22, 2024",1154,559,17.233,4,2.058,26876,1.16
OotVyEMfi28,AE501 Week06,"Nov 6, 2024",766,1032,22.3957,1,2.052,33372,1.87
 -FQzeD9gsS0,AA516/AE512 Week06,"Apr 29, 2024",986,687,21.2602,2,2.04,26908,1.41
QsRF81sBjOE,AE501 Week08,"Nov 20, 2024",739,708,17.5956,7,2.04,27238,1.64
yni03Q91hL0,Washing the Van for the First Time in 3 Years,"Oct 3, 2022",257,637,13.4625,1,2.026,36876,1.17
aDWz_hbNYzM,AA516/AE512 Week07,"May 8, 2024",902,725,19.1019,3,1.961,29812,1.33
xXfOB5NkjIo,Aerial Footage of Atmospheric Conditions Caused by the 2020 Wildfires in the Pacific Northwest,"Sep 14, 2020",252,503,11.7147,0,1.891,42911,0.64
5ROS2-4ShmI,Obtaining and Using the MatlabLum Repository,"Nov 27, 2023",820,743,22.1451,-2,1.741,32471,1.47
js0jPF_h0wM,AA516/AE512 Week05,"Apr 24, 2024",775,709,17.9653,1,1.733,25642,1.4
Q_P2q4h-yMA,A Day on the Farm: U-Pick Apples at Jones Creek Farm,"Aug 2, 2021",205,492,8.5516,-2,1.708,50541,0.54
WDMTaNsgYVo,AA516/AE512 Week04,"Apr 15, 2024",550,675,13.1089,4,1.649,25859,1.4
X-GyQxUt2TA,AE511 Week02,"Jan 17, 2025",1178,703,23.3959,4,1.601,21881,1.9
R3PImUpBstA,AE511 Week03,"Jan 24, 2025",825,729,15.9053,3,1.595,25036,1.86
olm35sEWEbY,The Best Unboxing Ever,"Dec 9, 2024",198,375,7.0634,3,1.577,13188,1.61
DMQTOfQy6hk,"50k Subscribers, Thank You!","Apr 3, 2023",69,817,7.685,6,1.547,32294,1.61
iaM-jMmAp6c,AA516/AE512 Week03,"Apr 8, 2024",541,742,15.3631,1,1.442,22664,1.82
EGmKPpV6bXs,AA516/AE512 Week08,"May 15, 2024",653,487,12.0108,-4,1.403,25023,1.08
vG-3wba44Us,AE511 Final Project,"Feb 16, 2025",890,993,20.5867,9,1.396,26052,2.5
zL14nUmyhF8,MATLAB Error: All ‘cdata’ fields in FRAMES must be the same size – Solved!,"Nov 21, 2024",537,328,8.8648,0,1.32,15307,1.01
hoLYMYcsxWk,AE501 Week10,"Dec 4, 2024",1323,587,20.8432,2,1.301,34874,1.08
fR4bhn5AYbI,AE511 Week05,"Feb 7, 2025",668,752,16.8705,19,1.287,26402,1.93
yQrGPz4eFL8,AE501 Week07,"Nov 13, 2024",734,669,17.7712,-4,1.247,25101,1.45
xM9oryUZZEA,Gas Fireplace Won’t Turn On – Solved!,"Mar 17, 2025",613,339,11.3064,0,1.233,18621,1.06
mFUUWVuYWXk,How to Change the Cutting Wheel on a DeWALT Angle Grinder,"Mar 24, 2025",180,509,7.5671,0,1.198,15463,2.3
Y6L4puRWp54,AE511 Week10,"Mar 14, 2025",522,474,8.2322,2,1.075,15024,1.81
REIAY8VRjFI,AA516/AE512 Final Project,"Feb 17, 2025",742,542,11.8568,1,0.949,18098,1.73
bJlryGNGDrw,MathWorks Free Stuff,"May 6, 2024",404,462,11.6384,1,0.937,21481,1.28
Olh1SIcbvio,AA516/AE512 Syllabus,"Apr 1, 2025",994,497,12.0339,3,0.92,9922,2.73
VsEprpkysgI,AE511 Week08,"Feb 28, 2025",554,404,8.4993,1,0.84,18337,1.3
S0He2Lcd7LI,AE511 Week04,"Jan 31, 2025",826,526,15.2777,4,0.818,22219,1.39
bW6572K7mBY,AE511 Week06,"Feb 14, 2025",441,477,8.3293,2,0.673,18937,1.43
oaW9ZFtuUjE,AE511 Week07,"Feb 16, 2025",794,338,7.7654,2,0.587,19267,0.96
IQwGkxUyC8c,AE511 Week09,"Mar 7, 2025",559,375,8.7785,3,0.568,17416,1.27
1aXi6ClLZAk,DIY Replace and Install a Water Heater,"Apr 7, 2025",2142,169,9.955,-2,0.454,6807,1.25
AEfPY_fXot4,GoPro on a Dog at the Polar Bear Swim,"Jan 4, 2018",97,350,4.9608,2,0.433,12266,1.77
nPvN8heTUkw,"File Infrastructure for Flight Tests (Planning, Archival, and Analysis)","Mar 10, 2018",1522,317,16.1318,1,0.316,15316,0.83
7psrIfzYH_E,Umm...is the ferry supposed to look like that?,"Apr 16, 2023",60,2510,27.0671,8,0.228,45574,2.35
DV3r8-2yxDc,"Gordes, France: a City on the Cliffs","Jul 25, 2023",36,1394,11.0136,1,0.121,53961,1.3
bNOWbosTmD8,Eco-friendly gardening using goats,"May 22, 2023",54,866,7.2757,2,0.074,50738,0.5
4JgtUf5ThqY,"Bit Shifting, Bit Masking, and Bit Manipulation",,2583,0,0,0,0.045,3972,0
EoBh8iZgOkQ,How to Rotate the Gear Case on an Angle Grinder,,292,1,0.0299,0,0.001,0,
hRhgrF5GUGA,Standing and Laughing,,74,17,0.2969,0,0.001,0,
27Qw6bREwQc,Well Details,,325,3,0.1687,0,,0,
4KZ7v4FJb7M,Learning to Grab Things,,63,10,0.1641,0,,0,
9Zfvp_9wAdo,Replace Oven Door Spring,,523,,,,,2,0
BDV2ec2scAo,Nissan Leaf Won’t Start (T/M System Malfunction) – Solved!,,309,,,,,2,0
BHMca5RdLUA,Grabbing Flowers,,109,11,0.3468,0,,0,
KaUpB2aCfZ8,Treehouse Consultation Video,,956,3,0.3566,0,,0,
NICbZ-0ydXA,Trying to Put a Spoon In Her Mouth,,97,16,0.2536,1,,0,
X2c9BJ2ZTSU,Wake Survey Repeatability Study,,34,5,0.0461,0,,12,0
XLzxpxwGDFo,Makeshift Toy/Musical Instrument,,43,1,0.0078,0,,0,
YzZvkrXLcyI,Cutting Open and Disassembling a Water Heater,,413,,,,,2,0
icFVvEjjHlk,Thanks for my rattle!,,171,9,0.392,0,,0,
qo2wda7eB8c,Do a barrel roll!,,63,2,0.0348,0,,0,
tMKleyIRY0A,Shed Project Details,,816,7,0.1323,0,,0,
xpwaJh0xbT8,Crawling Backwards,,108,3,0.0434,0,,0,
