Date,Content,Video title,Video publish time,Estimated revenue (USD)
2016-12-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2016-12-31,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-01-31,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-02-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-03-31,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-04-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-05-31,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-06-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-22,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-23,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-24,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-25,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-26,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-27,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-28,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-29,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-30,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-07-31,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-01,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-02,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-03,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-04,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-05,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-06,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-07,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-08,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-09,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-10,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-11,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-12,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-13,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-14,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-15,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-16,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-17,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-18,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-19,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-20,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
2017-08-21,Pl9JZUrEWrQ,Ford Transit 15 Passenger Van Overview,"Oct 1, 2019",0
