Content,Video title,Video publish time,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
vcSS79f0nLQ,How To Install and Initialize an Internal Hard Drive,"Oct 25, 2021",3349,132.8053,8,24.171,57652,0.42
QexBVGVM690,The Jacobian Matrix,"Feb 5, 2024",9108,913.1143,240,23.916,144448,3.62
PqaoKr1IlTg,Eigenvalues and Eigenvectors,"Aug 22, 2022",3944,329.9072,22,23.491,62531,2.12
5kz3iA9lOi4,1300 Rounds Per Minute Easter Egg Gun,"Apr 21, 2019",10921,371.2188,21,22.73,75536,4.18
h9WCEvbu5JI,Adding and Deleting Users on a Perforce Server,"Jun 12, 2019",7346,250.3872,11,22.329,129422,2.68
nA9sshveO7M,Kona Process 134,"Apr 4, 2022",4894,358.3296,5,21.996,77971,4.16
Vc2t2U7S4OU,Getting Started With DashWare,"Jun 6, 2022",6488,439.8549,21,20.85,61964,3.75
wZkrU1lPObM,The Inverse Laplace Transform,"Oct 1, 2019",2233,335.3114,5,20.719,64097,1.64
09fxpbnItQ8,Eagle Peak Trail in Mt. Rainier National Park,"Aug 16, 2021",43245,422.8873,20,20.692,54056,1.09
2wCVDliYrgg,Wheel Makes Clicking Sound Fixed: True Your Brake Rotor,"Jan 9, 2023",4873,122.1944,1,20.604,32965,1.54
HhuA_kWQaK0,Custom Matlab Initialization Using ‘startup.m’,"Mar 31, 2018",5417,316.812,14,20.228,45058,5.34
yuT4Mg2NIQs,Introduction to Frequency Domain Analysis,"Apr 10, 2023",6916,720.2288,82,19.863,134600,2.89
DnP_F7bQ4Ks,Selectively Replacing Deck Boards,"Sep 26, 2022",2426,76.2149,0,19.84,33953,0.88
yvDl80oaLdI,DIY Kitchen Pod and Water System for a Van or RV,"Mar 8, 2021",2807,274.6486,20,19.181,68139,1.97
ulkzctTEGps,Replace a Ford Transit Hubcap,"Jan 16, 2023",3301,71.0327,8,18.906,48006,2.49
FsLFZT44l48,Heat Transfer Demonstration,"Nov 12, 2018",7085,273.9642,34,18.892,99789,2.82
NTV9anV-TxY,Getting Started with Fusion 360,"Dec 21, 2019",4306,444.4137,46,18.684,86936,1.78
egnBTwjDnNM,DIY Drawers for a Van or Camper,"Jul 26, 2021",2643,118.4124,2,18.653,60929,1.02
8nSjGkXMTyo,HX1 Arduino APRS Tracker,"Dec 19, 2022",5659,368.1145,61,18.529,80683,2.82
t98ILS2YdrU,Nonhomogeneous Linear Ordinary Differential Equations,"Sep 28, 2020",4616,436.4439,24,18.451,84108,2.4
i1UbMfC3MQE,Sol Duc Campground and Lake Crescent,"Dec 21, 2020",2641,236.7806,10,18.445,58597,2.98
kbGal6xKLB4,Equations of Motion for a Planar Vehicle,"Apr 26, 2021",5459,441.014,37,18.264,103714,2.34
3Kox-3APznI,Homogeneous Linear Ordinary Differential Equations,"Sep 21, 2020",4399,534.4728,37,17.162,77765,2.3
J8il5eB_VS8,"Finding Roots of a Polynomial Using Matlab, Mathematica, and a TI-83","Sep 18, 2019",4487,181.5667,22,17.052,74735,1.79
W30U_rcThLg,Discrete Fourier Transform,"Nov 6, 2023",2653,357.4098,23,16.924,47501,2.62
lGI2FXDq4XE,Using Check Boxes and Radio Buttons in Simulink Masked Blocks,"Jun 5, 2019",4910,183.1591,19,16.781,96021,1.52
v_jFZ7FrXYc,Switching Van Configurations Between Bed and Passenger Seats,"Jan 17, 2022",2547,101.3129,11,16.763,73387,2.04
JW2t4NpFnaQ,The Summit at Snoqualmie Opening Day,"Dec 15, 2021",2511,103.4322,1,16.511,69512,2.59
AY7OumkXgxs,Installing a Closet Rod in a Van for Additional Storage,"Dec 20, 2021",2087,67.0299,10,16.128,42667,1.93
MpWa1yUrg9o,Constrained Optimization: Linear Programs,"Nov 8, 2021",4048,448.5979,23,15.934,119249,1.84
vlCdCAEtRag,Partial Fraction Expansion/Decomposition,"Oct 1, 2019",2321,413.7195,8,15.552,60697,1.58
Sg64qVsOJYU,"Arduino Data Logging System with GPS, Temperature Sensors, and a MicroSD Card","Jul 4, 2022",4258,215.6867,34,15.478,75125,2.18
61xh6Y6eScU,Wireless Charging and NFC Payments With a Wallet Style Cell Phone Case,"May 31, 2021",1673,54.5255,0,15.292,45265,1.14
DsNJk1alsMQ,How to Install Static Pressure Taps on Removable Leading Edges,"Apr 4, 2018",3113,157.0954,8,14.686,29482,2.95
haJVEtLN6-k,"Scalar  Functions, Vector Functions, and Vector Derivatives","Sep 25, 2023",3911,263.6936,56,14.107,47973,3.51
KMLlDWxgiGY,Using STICK to Install CHDK,"Mar 21, 2022",5473,224.0539,17,14.01,97061,2.94
xqMdgXEFVaQ,Platypus GravityWorks 4.0L Water Filter System,"Aug 1, 2022",1343,131.6958,3,13.61,38383,1.18
V3iveC_fa04,Introduction to Root Locus,"Apr 24, 2023",5907,444.3766,79,13.534,127149,2.82
_zfQ8Bdnjxw,3D Printed Propane Bottle Holder,"Jun 13, 2020",1680,40.7024,2,13.385,57489,1.09
cpcoBOr7poo,Sahara Creek Horse Camp: Free Camping Near Mt. Rainier,"Aug 9, 2021",1485,89.7956,12,13.375,50708,1.4
Zm9mo_n2Z9M,2013 Nissan Leaf: Is a First Generation Electric Car Still Relevant?,"Jul 3, 2023",1513,180.7879,8,13.195,31700,1.17
3KR1atmCuAo,Unboxing a Hansgrohe Lacuna Faucet,"Sep 20, 2021",1583,30.5277,-2,12.907,53913,1.44
3vivg-rfF6Y,"Microsoft Surface Pro (2017), Accessories Bundle, and Extras Unboxing","Sep 6, 2018",6930,421.8605,17,12.695,96746,5.42
yfsSDynscEs,Fast Fourier Transform,"Nov 11, 2023",2803,232.0788,25,12.58,52311,2.92
N5R8IZ0R3PI,Introduction to Matrices,"Sep 4, 2023",1890,149.7199,27,12.305,34043,1.71
bKwfnulkt2U,Replace Microsoft Surface Pen Battery,"Nov 20, 2023",2724,44.5713,-1,12.248,21745,1.09
XMkLNHUmTQM,Similarity Transformation of a Linear Dynamic System,"Dec 27, 2021",4311,252.4588,18,12.224,129159,1.74
4gArEqo-MV4,Camper Van Utensil Drawer Organization,"Jun 23, 2020",2189,58.9865,4,12.208,59468,1.53
7E9y3uAliNs,Numerical Optimization Algorithms:  Step Size Via Line Minimization,"Oct 18, 2021",3611,359.1338,20,12.032,121650,1.48
TULEFpfUmEQ,How to Repair the Durable Water Repellent (DWR) Finish on Your Rain Jacket,"Feb 12, 2024",1416,88.8016,6,11.848,23546,1.17
a_j4ULzq5BY,How to Pack a Bike in a Standard Suitcase,"Jul 31, 2023",2003,76.4647,-2,11.769,26936,0.84
e_guF0dwwA4,Introduction to the Matrix Exponential,"Aug 29, 2022",4238,295.677,34,11.691,88945,2.47
AxgzzJposVo,"Elementary Row Operations, Row Echelon Form, and Reduced Row Echelon Form","Sep 11, 2023",1878,170.5349,15,11.608,31961,1.72
42WBuhVJ7sA,Standing Waves Demonstration,"Nov 12, 2018",6014,171.6305,65,11.466,94706,2.91
PF_WTo-uLvg,DIY Knife Sharpness Tester,"Feb 19, 2024",2130,122.9139,12,11.341,36422,2.27
NXjio8N0Gp8,"Basic Probability:  Conditional Probability, Independent Events, and the Law of Total Probability","Nov 14, 2022",1528,127.6681,11,11.217,44148,1.14
tfpLFQB-7sU,The Chain Rule,"Sep 9, 2024",973,47.6788,9,11.112,18849,3.18
fUVrmwyn5rE,Working with Gauges in DashWare,"Jun 13, 2022",2111,178.0982,8,11.11,50983,1.71
yf7ywxj7K20,Computing the Matrix Exponential Using the Laplace Method,"Sep 5, 2022",2794,126.641,9,11.078,62744,2.09
FaZyUOdFTw4,Importing Custom Data Into DashWare: Working With Data Profiles,"Jun 20, 2022",2061,192.9829,14,11.027,47499,1.32
IWhGk5GSW9g,"Dosewallips Campground, Dose Forks Campground, and Lake Constance","Jul 25, 2022",1187,114.7957,4,11.008,42135,1.58
TVcpC4kkqT4,Carry a Mountain Bike on a Motorcycle,"Jul 18, 2022",2593,62.9719,3,10.99,35250,1.03
gU2RVo85E1Q,Numerical Optimization Algorithms:  Constant and Diminishing Step Size,"Oct 11, 2021",3356,261.9026,18,10.839,123644,1.4
wNu5bN7OlTo,Make Your Own Battery Cables By Crimping and Soldering Terminals Onto Bare Wire,"Nov 23, 2020",1980,82.7284,6,10.833,58250,0.79
7GXbPYzW5JA,Fourier Series,"Oct 30, 2023",2871,281.2948,26,10.528,47050,2.75
80kqz8pMlUc,Probability Distribution Functions and Cumulative Distribution Functions,"Nov 21, 2022",1008,89.3141,6,9.723,40846,1.11
p7PSZW9NhLU,Green’s Theorem: Relating Closed Line Integrals to Double Integrals,"Oct 17, 2022",1483,86.7663,9,9.399,48367,1.23
SI8WQyDqek4,REI Flash Power Air Fleece Jacket,"Jun 5, 2023",967,41.1405,-1,9.328,30737,1.25
i2QkjxtXKos,Analytically Solving Systems of Linear Ordinary Differential Equations,"Sep 19, 2022",2828,239.9603,16,8.993,65139,1.75
XO8KvIoCNbE,Dimensionless Aerodynamic Coefficients,"Jan 22, 2024",2107,141.4344,39,8.823,40294,2.83
tYkIt16bggw,Importing Table Data Into Matlab Using ‘readtable’,"Mar 4, 2024",2113,112.4007,12,8.778,34554,2.96
Cwhuqdv4K0Y,DIY Van Rooftop Deck,"Feb 7, 2022",1596,40.7185,11,8.663,64262,1.18
ObJyoRVWVzw,"I Tried to Ride a Motorcycle in the Snow, Here’s What I Learned","Mar 1, 2021",1719,72.0255,6,8.508,43384,1.32
fJMZkE6UxiI,How to Remove the Brake Cable on an Electric Scooter,"Feb 26, 2024",1600,24.184,2,8.359,19989,0.7
FDK0bOmOjZo,"Translating Inputs, Outputs, and Initial Conditions Between Linear and Nonlinear Dynamic Systems","Feb 28, 2022",3159,217.3989,16,8.267,106623,1.37
a3_c4c9PYNg,Parameterizing Surfaces and Computing Surface Normal Vectors,"Oct 24, 2022",1387,132.6593,13,7.708,52220,1.39
DAzn8d_A-ic,Linear Transformations and Linear Systems,"Mar 13, 2023",1628,76.8189,4,7.706,41766,1.98
93ZS6EsF1Cs,Installing an Unvented Range Hood for Cooking in a Van,"Jan 3, 2022",1153,44.986,0,7.308,43703,0.92
Vu8hbVsUkCM,Safely Lean Your Skis Against Your Car with DIY Ski Holders,"Feb 21, 2022",1118,21.4558,-4,7.246,58440,0.66
hg-Xfn92KNE,GPS Denied Navigation for Unmanned Aerial Systems Using Aviation Transponders,"Aug 9, 2018",4169,144.9227,40,7.067,41348,4.11
C-yfMjxxsz0,Double Integrals,"Oct 10, 2022",1428,108.2945,12,7.051,65063,0.86
F53YY3mKJUc,Campark ACT74 Unboxing,"Dec 19, 2018",1097,81.5289,1,6.683,31545,1.45
SbM_ASHpzqM,The Binomial Distribution,"Nov 28, 2022",757,42.5461,1,6.653,37953,0.96
mLa5SFW2mrI,Visualizing the State of a Simulink Aircraft Model Using FlightGear:  Installing Additional Aircraft,"Jul 19, 2021",3800,128.4013,10,6.584,96246,2.02
4njHF4sOvn8,3D Printing Trim Pieces For My Van,"Mar 22, 2021",975,37.2049,7,6.533,43755,0.9
m46opXldvEA,Disassemble the Headset and Top Tube on an Electric Scooter (GoTrax Eclipse),"Jul 1, 2024",685,14.7958,-1,6.445,16066,0.75
Hkky3zcRILc,Setting up Git on Windows,"Apr 29, 2018",2820,142.9783,20,6.382,27791,2.93
PI1IgbLhRH8,Basic Git Operations and Workflow,"Apr 2, 2018",1260,66.9155,4,6.134,19532,2.57
FXoyslOwV3o,Regression Using Numerical Optimization,"May 8, 2023",2084,212.1395,12,5.954,49698,2.09
PM6QSP_E82I,37 Minutes of Camera Footage from a High-Altitude Balloon,"Feb 13, 2023",1121,32.2403,0,5.928,33384,1.62
eIv8muz9Hsk,"Row/Column Space, Linear Independence, and Rank of a Matrix","Sep 18, 2023",1278,125.7885,8,5.868,33065,1.54
CRMpFJ0yowo,An Engineer’s Home Office Makeover,"Jan 2, 2023",1670,72.4236,8,5.769,51652,2.24
OfiyY-ctwjQ,Venzo VZ-E02XR-009 Pedals: Look Delta and Shimano SPD Simultaneous Compatibility,"Nov 15, 2021",833,30.9619,0,5.445,42734,0.95
wIePZCdCmqg,Brooks Ghost 14 Road-Running Shoes,"Feb 20, 2023",1129,32.0408,2,5.435,39120,1.61
belZC9XGBtM,Computing the Matrix Exponential Using the Modal Method,"Sep 12, 2022",1522,72.0547,4,5.329,51218,1.52
AOR2u3dwUNM,How to Wash and Dry a Down Jacket,"Jan 8, 2024",1337,39.5074,3,4.924,23365,1.46
34Xfij-7gcI,Surface Integrals of Scalar and Vector Fields/Functions,"Oct 31, 2022",1140,65.9526,10,4.825,47100,1.23
UkM1h7-URo8,Demolish Concrete Using Only a Sledgehammer,"Jan 1, 2024",1460,28.2938,-4,4.723,26956,1.52
QAAoRu_ZkKk,GoPro Time Lapse: Hiking at Lac d'Oo,"May 25, 2017",1154,16.9663,2,4.677,7442,3.75
NI70-AWnO4w,Direction Cosine Matrix from North East Down to East North Up,"Apr 4, 2024",1203,53.1404,4,4.637,31910,1.86
PbhYlsQYb_w,DIY Mud Guard for $1,"Jul 10, 2023",1177,28.5262,-3,4.436,26680,0.59
obeu4B8mXuw,Gradient of a Function and the Directional Derivative,"Oct 23, 2023",1147,94.1871,11,4.387,39869,1.5
RK3qdoLOcjI,Setting up Windows Subsystem for Linux,"Apr 28, 2018",2186,99.216,13,4.351,21062,1.72
yvLvXGOODlw,Wiring Diagram and Installation of a Fuse Tap,"Aug 5, 2024",2071,80.9743,22,4.185,61882,2.72
jd-0thQnddY,Triple Integrals (AKA Volume Integrals),"Nov 7, 2022",702,46.0975,3,4.169,42665,0.93
k-mli8-04RQ,Time to Double for a First and Second Order System,"Dec 17, 2023",1081,57.594,4,4.119,37528,1.7
HcvZpiq0X9E,Unboxing a Canon EOS RP Camera and Accessories Bundle,"Jun 14, 2021",744,35.0012,-3,4.095,40897,0.98
w4mIw3kSTVU,Fuel Leaking from Motorcycle – Solved!,"Jun 17, 2024",823,22.993,-1,3.86,14848,0.96
hv-ufFw0kps,REI Gauntlet GTX Gore-Tex Gloves & Mittens,"Jan 30, 2023",546,18.7395,2,3.841,34662,0.87
CrkAMiCAp5s,"Translating Between State Space, Transfer Function, and Ordinary Differential Equation Models","Apr 13, 2023",1831,42.8488,21,3.815,58783,1.77
MPcfaNIREN0,Parameterizing Curves,"Oct 2, 2023",1086,64.8707,4,3.795,34657,1.77
XvhmSJtFrdo,How to Replace a Kitchen Faucet,"Mar 28, 2022",924,35.2154,2,3.721,65954,0.42
NS2FI6vR3BY,The MNIST Database,"Dec 4, 2023",1174,50.7467,-1,3.585,25703,1.77
a_Hhi7Ob91Y,15 Passenger Van to Camper Configuration,"Aug 20, 2024",505,22.2409,2,3.563,13049,2.24
8RG7rdDEo1Y,Using Branches in Git,"Apr 10, 2018",558,57.9039,3,3.422,15904,1.58
2sotoj0opPE,The Ira Spring Memorial Trail and Mason Lake,"May 10, 2021",546,32.7557,1,3.309,39229,0.69
eF0Zv-GPzH0,Planet Bike Superflash 65R Bike Tail Light,"Dec 11, 2023",503,15.1221,-2,3.274,20323,1.29
BHHnoHx618o,How to Replace a Showerhead,"Jun 19, 2023",764,16.2617,1,3.24,28510,1.75
uztz27o3HKI,Tubeless Tire Conversion: A Complete End-to-End Tutorial,"Aug 8, 2022",542,41.1234,-3,3.194,41093,0.68
JGDaIzC0o0c,Summary of Vector Derivative Operations and Formulation in Cylindrical and Spherical Coordinates,"Sep 23, 2024",725,14.688,8,2.907,28545,1.8
KOlVHPShCOk,"The Laplace Operator, Divergence, and Curl","Sep 16, 2024",897,46.563,5,2.882,28628,2.01
Llc22x5O3L0,Overnight Bike Tour to Lake Crescent,"Aug 30, 2021",638,30.0005,-2,2.739,48679,0.69
VgYB65AfjJE,How to Wash and Dry a Down Sleeping Bag,"Jul 29, 2024",542,14.979,-5,2.712,16532,1.97
AlTYdT7kF38,Find the Radius of the Circle Inside the Triangle,"Apr 22, 2024",961,46.1045,2,2.71,19716,1.52
n2bvoNsyhcE,REI Down Time 25 Sleeping Bag,"Jun 3, 2024",631,11.1524,-4,2.684,13579,0.82
W-ML20X4YI0,Unboxing a MR Direct 2020 Sink,"Mar 15, 2021",512,13.2892,-1,2.372,41477,0.74
XZt1YLVy6XU,AA516/AE512 Week02,"Apr 1, 2024",1044,21.56,2,2.345,17899,3.42
IkzttoZmoh4,The Argon ONE Case for Raspberry Pi 4,"Jul 13, 2020",881,34.6597,1,2.291,46534,0.75
j4NUUdmzGWA,How to Remove a Security Torx Bolt Without Special Tools,"Aug 13, 2024",569,15.0699,1,2.206,16611,2.17
NF71HPAB2W0,Default Arguments in Matlab Functions (varargin and nargin),"Jul 8, 2024",575,23.2182,1,2.17,16824,1.8
ETvSrFo0dDM,Living Christmas Trees: a Smart Environmental and Economical Choice,"Nov 30, 2020",292,10.8141,-2,2.092,39503,0.37
oAlmZgWuX88,Farming XP in Final Fantasy IV Using an Arduino Nano,"Jun 27, 2022",903,23.6958,1,2.078,38011,1.13
ozYWfauKbFI,Blink 182 for Engineering Nerds,"Jun 27, 2023",988,13.3002,4,1.965,31179,2.1
yni03Q91hL0,Washing the Van for the First Time in 3 Years,"Oct 3, 2022",615,12.9299,1,1.933,34940,1.2
FoiuvPkFppg,Arc Length (AKA Length of a Curve),"Oct 16, 2023",786,57.8396,5,1.85,32178,1.04
xXfOB5NkjIo,Aerial Footage of Atmospheric Conditions Caused by the 2020 Wildfires in the Pacific Northwest,"Sep 14, 2020",496,11.6843,0,1.847,41830,0.65
JZNORkEnB5c,AA516/AE512 Week09,"May 22, 2024",425,11.546,3,1.757,19865,1.18
Z5sWyYpLbnQ,AA516/AE512 Week10,"May 29, 2024",565,10.5423,-1,1.748,22050,1.58
BfQlm6vIMOQ,Fix a Flat Tire Using a Tire Plug Kit,"Dec 5, 2022",463,24.7693,-1,1.722,35883,0.79
HH367um_Aho,Tangent to a Curve,"Oct 9, 2023",597,33.6382,6,1.672,29789,1.07
5ROS2-4ShmI,Obtaining and Using the MatlabLum Repository,"Nov 27, 2023",668,19.4517,-2,1.614,27287,1.62
Q_P2q4h-yMA,A Day on the Farm: U-Pick Apples at Jones Creek Farm,"Aug 2, 2021",485,8.4436,-2,1.611,49376,0.53
DMQTOfQy6hk,"50k Subscribers, Thank You!","Apr 3, 2023",810,7.6352,5,1.547,29902,1.72
aDWz_hbNYzM,AA516/AE512 Week07,"May 8, 2024",541,14.607,2,1.546,22139,1.39
 -FQzeD9gsS0,AA516/AE512 Week06,"Apr 29, 2024",570,14.5982,2,1.49,20558,1.61
js0jPF_h0wM,AA516/AE512 Week05,"Apr 24, 2024",565,13.5706,0,1.488,19594,1.54
WDMTaNsgYVo,AA516/AE512 Week04,"Apr 15, 2024",575,9.5301,4,1.39,19381,1.64
x6qkmxxMKEw,Commenting Code in Matlab and Simulink (Ways You Can Use ‘%’),"Jun 24, 2024",613,31.2994,4,1.389,21301,1.29
WZ3vs3oNzNU,Hillsound FreeStep6 Traction System,"Dec 26, 2022",446,16.6236,-3,1.236,38707,0.82
EGmKPpV6bXs,AA516/AE512 Week08,"May 15, 2024",394,9.1686,-4,1.229,18672,1.19
iaM-jMmAp6c,AA516/AE512 Week03,"Apr 8, 2024",593,10.8013,1,1.156,16521,2.03
bJlryGNGDrw,MathWorks Free Stuff,"May 6, 2024",421,10.6912,1,0.683,16806,1.46
AEfPY_fXot4,GoPro on a Dog at the Polar Bear Swim,"Jan 4, 2018",332,4.8188,2,0.392,11498,1.77
0sIsoJYmVVM,Line Integrals,"Oct 1, 2024",156,5.308,0,0.374,8335,1.21
nPvN8heTUkw,"File Infrastructure for Flight Tests (Planning, Archival, and Analysis)","Mar 10, 2018",308,15.4154,1,0.303,14783,0.8
7psrIfzYH_E,Umm...is the ferry supposed to look like that?,"Apr 16, 2023",2244,24.1591,8,0.191,36543,2.42
DV3r8-2yxDc,"Gordes, France: a City on the Cliffs","Jul 25, 2023",1167,9.4386,1,0.096,38842,1.52
bNOWbosTmD8,Eco-friendly gardening using goats,"May 22, 2023",767,6.1972,1,0.06,37485,0.55
hRhgrF5GUGA,Standing and Laughing,,17,0.2969,0,0.001,0,
