Date,Content,Video title,Video publish time,Views
2014-01-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-01-31,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-02-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-03-31,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-04-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-05-31,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-06-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-07-31,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-08-31,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-09-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-10-31,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-03,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-04,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-05,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-06,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-07,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-08,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-09,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-10,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-11,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-12,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-13,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-14,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-15,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-16,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-17,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-18,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-19,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-20,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-21,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-22,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-23,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-24,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-25,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-26,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-27,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-28,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-29,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-11-30,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-12-01,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
2014-12-02,OUwfE_-tcfo,3D Plotting in Matlab,"Oct 19, 2018",0
